STRUCTURE,STRUCTURE_ID,ACTION,FREQ_ID,FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,SEX_ID,SEX_NAME,AGE_ID,AGE_NAME,URBANISATION_ID,URBANISATION_NAME,UNIT_MEASURE_ID,UNIT_MEASURE_NAME,COMP_BREAKDOWN_1_ID,COMP_BREAKDOWN_1_NAME,COMP_BREAKDOWN_2_ID,COMP_BREAKDOWN_2_NAME,COMP_BREAKDOWN_3_ID,COMP_BREAKDOWN_3_NAME,TIME_PERIOD,OBS_VALUE,AGG_METHOD_ID,AGG_METHOD_NAME,DECIMALS_ID,DECIMALS_NAME,DATABASE_ID_ID,DATABASE_ID_NAME,COMMENT_TS,UNIT_MULT_ID,UNIT_MULT_NAME,DATA_SOURCE_ID,DATA_SOURCE_NAME,UNIT_TYPE_ID,UNIT_TYPE_NAME,TIME_FORMAT_ID,TIME_FORMAT_NAME,COMMENT_OBS,OBS_STATUS_ID,OBS_STATUS_NAME,OBS_CONF_ID,OBS_CONF_NAME
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IDX,IDA only,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,36.59748265608636,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IDA,IDA total,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,38.08457210069515,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LTE,Late-demographic dividend,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,86.71982210790422,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LCN,Latin America & Caribbean,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,80.99864499166888,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LDC,Least developed countries: UN classification,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,34.22386111142607,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LMY,Low & middle income,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,73.39620388093637,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LIC,Low income,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,46.92211460668353,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LMC,Lower middle income,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,63.71060593770763,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MEA,Middle East and North Africa,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,80.73587743288522,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NAC,North America,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,96.42871969431192,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PSS,Pacific island small states,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,52.29376080748619,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SSF,Sub-Saharan Africa,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,40.86567114806422,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SSA,Sub-Saharan Africa (excluding high income),WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,37.62057000731721,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TSS,Sub-Saharan Africa (IDA & IBRD),WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,37.62057000731721,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,UMC,Upper middle income,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,80.99786247001079,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,WLD,World,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,80.4806568390325,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,21.2785786372702,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,82.1734958736448,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUS,Australia,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,98.2884841095255,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AZE,Azerbaijan,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,80.6157368347282,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGD,Bangladesh,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,42.1552196394043,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BTN,Bhutan,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,40.6919825283356,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BWA,Botswana,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,83.9958364442947,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,82.7630299204847,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KHM,Cambodia,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,45.7368833505276,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAF,Central African Republic,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,17.001358570213,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TCD,Chad,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,14.9383867762289,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,97.942799739497,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,89.5387634933262,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,80.6393275621988,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COD,"Congo, Dem. Rep.",WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,33.5605496882384,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COG,"Congo, Rep.",WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,41.8292524054492,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WB_WDI_SH_H2O_SMDW_UR_ZS,"People using safely managed drinking water services, urban (% of urban population)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP_URB,Percentage of urban population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,79.849343812436,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"People using safely managed drinking water services, urban (% of urban population)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
